"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"57494099999","2011-01-01","30.783758","114.2081","34.44","TIANHE, CH","  34.0","24","   2.8","24","1031.0"," 8","027.7"," 4","  7.3","24","  7.7","24"," 15.5"," 17.5","  39.4"," ","  26.6","*","99.99"," ","999.9","001000"
"57494099999","2011-01-02","30.783758","114.2081","34.44","TIANHE, CH","  28.4","24","  25.2","24","1031.8"," 8","028.5"," 4","  3.3","24","  4.8","24","  9.7","999.9","  33.3"," ","  26.6","*"," 0.18","G","999.9","001000"
"57494099999","2011-01-03","30.783758","114.2081","34.44","TIANHE, CH","  32.4","24","  22.9","24","1031.7"," 8","028.3"," 4","  5.1","24","  3.0","24","  5.8","999.9","  35.4"," ","  27.0"," "," 0.01","G","999.9","000000"
"57494099999","2011-01-04","30.783758","114.2081","34.44","TIANHE, CH","  35.0","24","  21.9","24","1027.9"," 8","025.0"," 4","  5.5","24","  2.2","24","  3.9","999.9","  39.4"," ","  30.4"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-05","30.783758","114.2081","34.44","TIANHE, CH","  34.8","24","  21.8","24","1031.2"," 8","027.3"," 4","  3.5","24","  5.1","24","  9.7","999.9","  37.4","*","  28.4","*"," 0.00","G","999.9","101000"
"57494099999","2011-01-06","30.783758","114.2081","34.44","TIANHE, CH","  30.0","24","   9.3","24","1036.9"," 8","033.8"," 4","  4.5","24","  5.7","24"," 11.7","999.9","  39.4"," ","  20.7","*"," 0.00","G","999.9","000000"
"57494099999","2011-01-07","30.783758","114.2081","34.44","TIANHE, CH","  30.2","24","  13.8","24","1031.1"," 8","028.3"," 4","  4.8","24","  2.5","24","  5.8","999.9","  39.7"," ","  20.3"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-08","30.783758","114.2081","34.44","TIANHE, CH","  36.7","24","  17.5","24","1028.6"," 8","025.0"," 4","  4.1","24","  3.6","24","  5.8","999.9","  43.3"," ","  21.4"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-09","30.783758","114.2081","34.44","TIANHE, CH","  32.5","24","   7.4","24","1034.4"," 8","031.2"," 4","  6.8","24","  7.4","24"," 13.6"," 21.4","  41.7"," ","  22.3","*"," 0.00","I","999.9","000000"
"57494099999","2011-01-10","30.783758","114.2081","34.44","TIANHE, CH","  31.6","24","   9.1","24","1029.7"," 8","026.8"," 4","  7.4","24","  3.6","24","  5.8","999.9","  38.8"," ","  19.9"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-11","30.783758","114.2081","34.44","TIANHE, CH","  34.0","24","  12.0","24","1026.8"," 8","023.7"," 4","  7.2","24","  4.5","24"," 13.6","999.9","  46.2"," ","  21.0","*"," 0.00","I","999.9","000000"
"57494099999","2011-01-12","30.783758","114.2081","34.44","TIANHE, CH","  34.8","24","  17.0","24","1024.5"," 8","021.5"," 4","  5.8","24","  5.8","24","  9.7","999.9","  46.6"," ","  20.1"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-13","30.783758","114.2081","34.44","TIANHE, CH","  40.3","24","  21.6","24","1023.4"," 8","020.1"," 4","  4.9","24","  2.8","24","  5.8","999.9","  47.5"," ","  23.5"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-14","30.783758","114.2081","34.44","TIANHE, CH","  43.2","24","  13.9","24","1028.4"," 8","024.6"," 4","  5.7","24","  7.1","24","  9.7","999.9","  53.6"," ","  32.0","*"," 0.00","I","999.9","000000"
"57494099999","2011-01-15","30.783758","114.2081","34.44","TIANHE, CH","  31.7","24","   6.9","24","1036.7"," 8","033.7"," 4","  7.2","24","  7.0","24"," 11.7"," 21.4","  42.1"," ","  21.9","*"," 0.00","I","999.9","000000"
"57494099999","2011-01-16","30.783758","114.2081","34.44","TIANHE, CH","  32.5","24","   6.7","24","1033.6"," 8","030.5"," 4","  7.0","24","  5.1","24","  7.8","999.9","  39.7"," ","  18.0"," "," 0.00","I","999.9","000000"
"57494099999","2011-01-17","30.783758","114.2081","34.44","TIANHE, CH","  32.9","24","  14.6","24","1032.3"," 8","029.1"," 4","  5.3","24","  4.0","24","  5.8","999.9","  38.5"," ","  26.6","*"," 0.13","G","999.9","011000"
"57494099999","2011-01-18","30.783758","114.2081","34.44","TIANHE, CH","  30.6","24","  25.3","24","1031.1"," 8","027.9"," 4","  5.5","24","  3.6","24","  5.8","999.9","  33.4"," ","  28.4"," "," 0.06","G","999.9","001000"
